date,poi_id,poi_name,district,lon,lat,poi_type,dist_to_center_km,crowd_flow,weather,weather_code,high_temp,low_temp,precipitation_mm,max_wind_speed_kmh,is_weekend,is_holiday
2025-05-10,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1493,中毛毛雨,53,25.5,16.1,0.7,15.1,1,0
2025-05-11,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,3903,晴间多云,1,28.5,13.4,0.0,12.3,1,0
2025-05-12,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1961,阴,3,31.6,15.6,0.0,15.1,0,0
2025-05-13,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1657,阴,3,33.0,22.6,0.0,15.6,0,0
2025-05-14,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1461,阴,3,30.0,23.0,0.0,13.0,0,0
2025-05-15,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1662,阴,3,31.8,21.6,0.0,11.5,0,0
2025-05-16,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1565,小毛毛雨,51,27.0,21.0,0.2,7.9,0,0
2025-05-17,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,2056,阴,3,28.4,20.7,0.0,8.4,1,0
2025-05-18,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,2292,阴,3,31.6,20.2,0.0,11.9,1,0
2025-05-19,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1390,阴,3,34.3,19.2,0.0,8.6,0,0
2025-05-20,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1500,阴,3,36.3,22.5,0.0,10.7,0,0
2025-05-21,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1155,小毛毛雨,51,36.0,24.9,0.4,17.6,0,0
2025-05-22,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1791,阴,3,35.2,24.5,0.0,15.3,0,0
2025-05-23,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1732,阴,3,29.7,22.8,0.0,13.7,0,0
2025-05-24,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1852,阴,3,30.5,20.2,0.0,17.2,1,0
2025-05-25,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,2391,阴,3,31.0,18.3,0.0,14.1,1,0
2025-05-26,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1137,小毛毛雨,51,30.2,21.7,0.8,13.9,0,0
2025-05-27,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,420,中雨,63,25.1,19.0,25.3,20.8,0,0
2025-05-28,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1923,阴,3,28.0,17.9,0.0,8.7,0,0
2025-05-29,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1324,小毛毛雨,51,28.2,18.9,0.8,7.3,0,0
2025-05-30,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1276,中毛毛雨,53,26.9,20.1,3.7,15.4,0,0
2025-05-31,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,2377,小毛毛雨,51,22.5,18.5,1.9,10.7,1,1
2025-06-01,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,2193,小雨,61,24.1,18.5,2.1,8.4,1,1
2025-06-02,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,3332,小毛毛雨,51,26.0,19.1,0.2,11.0,0,1
2025-06-03,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1034,中毛毛雨,53,28.1,19.1,0.5,7.5,0,0
2025-06-04,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1079,小毛毛雨,51,30.8,18.6,0.2,5.8,0,0
2025-06-05,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1333,阴,3,32.0,22.1,0.0,8.1,0,0
2025-06-06,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1284,阴,3,34.4,24.2,0.0,9.6,0,0
2025-06-07,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1613,阴,3,32.8,25.5,0.0,12.8,1,0
2025-06-08,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1337,阴,3,36.9,26.0,0.0,12.2,1,0
2025-06-09,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1081,小毛毛雨,51,33.4,24.0,0.1,22.1,0,0
2025-06-10,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1432,阴,3,37.7,21.1,0.0,15.0,0,0
2025-06-11,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1101,阴,3,38.0,23.3,0.0,8.8,0,0
2025-06-12,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1292,多云,2,39.1,25.5,0.0,10.7,0,0
2025-06-13,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1302,多云,2,39.7,27.4,0.0,11.7,0,0
2025-06-14,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1803,小毛毛雨,51,34.0,25.8,0.2,23.2,1,0
2025-06-15,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1943,阴,3,36.6,24.0,0.0,14.5,1,0
2025-06-16,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1240,阴,3,39.3,26.0,0.0,14.9,0,0
2025-06-17,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,172,大雨,65,40.3,25.5,20.8,12.7,0,0
2025-06-18,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,234,大雨,65,27.1,23.5,36.5,18.2,0,0
2025-06-19,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,921,中毛毛雨,53,31.6,23.9,1.1,8.9,0,0
2025-06-20,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1180,阴,3,29.9,23.9,0.0,11.4,0,0
2025-06-21,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1044,小雨,61,30.0,21.9,1.9,9.6,1,0
2025-06-22,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1695,小毛毛雨,51,29.0,22.1,1.3,14.0,1,0
2025-06-23,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,920,小雨,61,28.9,21.6,2.3,12.4,0,0
2025-06-24,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,408,中雨,63,22.6,20.0,55.5,17.8,0,0
2025-06-25,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1111,小雨,61,28.0,18.7,2.4,6.5,0,0
2025-06-26,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1349,小毛毛雨,51,29.2,20.0,1.5,6.9,0,0
2025-06-27,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,988,中毛毛雨,53,29.9,22.5,1.3,5.7,0,0
2025-06-28,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1538,小毛毛雨,51,31.8,23.7,0.6,6.6,1,0
2025-06-29,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,508,中雨,63,27.7,22.4,28.3,13.4,1,0
2025-06-30,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1607,多云,2,30.8,21.1,0.0,11.3,0,0
2025-07-01,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1115,小毛毛雨,51,30.6,22.5,0.9,9.5,0,0
2025-07-02,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,637,小雨,61,28.9,23.2,2.8,12.2,0,0
2025-07-03,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,163,大雨,65,27.0,23.2,37.1,13.3,0,0
2025-07-04,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,212,大雨,65,30.3,22.5,35.2,18.1,0,0
2025-07-05,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,467,中雨,63,28.5,21.0,13.7,17.9,1,0
2025-07-06,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,661,中雨,63,27.0,21.3,11.9,10.3,1,0
2025-07-07,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,783,大毛毛雨,55,28.2,21.1,6.3,8.2,0,0
2025-07-08,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,979,小毛毛雨,51,29.8,21.5,0.2,7.6,0,0
2025-07-09,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,717,小雨,61,31.4,22.5,2.9,8.8,0,0
2025-07-10,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,733,小雨,61,30.5,22.4,5.7,11.0,0,0
2025-07-11,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,433,中雨,63,29.1,22.6,11.1,10.3,0,0
2025-07-12,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1302,小毛毛雨,51,31.4,22.4,0.3,6.2,1,0
2025-07-13,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1166,小毛毛雨,51,32.3,23.8,0.5,7.1,1,0
2025-07-14,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,830,小雨,61,33.6,23.9,3.0,9.2,0,0
2025-07-15,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1467,晴间多云,1,35.8,24.9,0.0,5.6,0,0
2025-07-16,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,901,阴,3,38.7,26.5,0.0,9.6,0,0
2025-07-17,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,715,小毛毛雨,51,40.2,27.8,0.5,9.2,0,0
2025-07-18,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,552,小雨,61,34.0,28.9,3.9,16.9,0,0
2025-07-19,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,268,大雨,65,32.0,24.8,34.3,14.9,1,0
2025-07-20,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1191,小雨,61,31.9,24.6,2.9,14.3,1,0
2025-07-21,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1115,阴,3,32.5,24.6,0.0,11.5,0,0
2025-07-22,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,746,中毛毛雨,53,32.8,24.0,2.1,12.4,0,0
2025-07-23,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,166,大雨,65,31.3,24.2,35.1,8.9,0,0
2025-07-24,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,408,中雨,63,30.3,23.8,16.2,10.8,0,0
2025-07-25,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,217,大雨,65,29.9,23.3,44.5,10.2,0,0
2025-07-26,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,564,中雨,63,31.2,23.6,19.9,12.8,1,0
2025-07-27,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1616,小毛毛雨,51,32.8,23.5,0.3,4.9,1,0
2025-07-28,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1165,小毛毛雨,51,34.2,24.1,0.1,6.5,0,0
2025-07-29,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,912,阴,3,34.7,25.9,0.0,5.9,0,0
2025-07-30,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1008,中毛毛雨,53,34.0,25.4,1.1,6.9,0,0
2025-07-31,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1035,阴,3,35.5,24.6,0.0,8.3,0,0
2025-08-01,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,967,阴,3,36.3,26.6,0.0,7.0,0,0
2025-08-02,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1866,多云,2,39.3,26.7,0.0,10.5,1,0
2025-08-03,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1141,阴,3,40.0,28.5,0.0,11.0,1,0
2025-08-04,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,389,中雨,63,38.7,28.6,3.7,13.2,0,0
2025-08-05,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,792,中毛毛雨,53,39.3,26.6,1.9,13.7,0,0
2025-08-06,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,278,中雨,63,33.8,26.9,14.6,16.4,0,0
2025-08-07,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,348,中雨,63,31.4,25.8,12.8,6.5,0,0
2025-08-08,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,223,大雨,65,32.6,25.1,16.5,15.2,0,0
2025-08-09,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,266,大雨,65,30.5,24.8,37.5,8.6,1,0
2025-08-10,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,392,中雨,63,28.8,24.2,20.4,11.2,1,0
2025-08-11,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,675,中毛毛雨,53,31.5,23.8,0.9,9.4,0,0
2025-08-12,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,861,小毛毛雨,51,31.3,23.0,1.0,5.6,0,0
2025-08-13,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1272,阴,3,33.5,23.9,0.0,6.5,0,0
2025-08-14,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,842,中毛毛雨,53,32.7,24.7,1.7,8.1,0,0
2025-08-15,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,448,中雨,63,34.0,24.4,5.6,6.0,0,0
2025-08-16,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1230,小雨,61,28.9,23.0,7.6,12.7,1,0
2025-08-17,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,840,中雨,63,31.3,22.7,7.1,9.0,1,0
2025-08-18,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,441,中雨,63,30.1,22.7,5.9,9.1,0,0
2025-08-19,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,540,中雨,63,31.1,22.8,7.4,10.3,0,0
2025-08-20,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,964,小毛毛雨,51,33.3,23.2,0.3,14.2,0,0
2025-08-21,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,261,大雨,65,32.5,24.1,16.9,12.9,0,0
2025-08-22,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,868,中毛毛雨,53,31.0,22.5,1.3,9.2,0,0
2025-08-23,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,568,中雨,63,29.5,22.6,13.4,15.0,1,0
2025-08-24,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,499,中雨,63,29.2,23.2,11.7,12.4,1,0
2025-08-25,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,219,大雨,65,27.9,23.1,28.9,10.1,0,0
2025-08-26,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,575,中雨,63,30.8,22.6,8.7,9.9,0,0
2025-08-27,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,400,中雨,63,28.9,23.3,6.9,15.2,0,0
2025-08-28,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,175,大雨,65,24.4,22.1,60.3,19.8,0,0
2025-08-29,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,344,中雨,63,22.8,18.9,15.8,15.3,0,0
2025-08-30,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1097,大毛毛雨,55,23.7,19.6,3.1,6.5,1,0
2025-08-31,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1631,阴,3,25.9,19.6,0.0,6.5,1,0
2025-09-01,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1683,小毛毛雨,51,28.1,19.5,1.3,5.9,0,0
2025-09-02,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1472,小毛毛雨,51,28.0,22.7,0.7,13.9,0,0
2025-09-03,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1540,阴,3,29.8,22.0,0.0,10.4,0,0
2025-09-04,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1395,小毛毛雨,51,31.2,22.4,0.7,6.1,0,0
2025-09-05,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,279,大雨,65,26.4,20.4,29.3,19.3,0,0
2025-09-06,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,2066,小毛毛雨,51,27.0,20.5,0.4,11.8,1,0
2025-09-07,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,2447,小毛毛雨,51,28.2,19.8,0.3,9.0,1,0
2025-09-08,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1420,小毛毛雨,51,29.1,21.6,0.9,7.0,0,0
2025-09-09,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1636,小毛毛雨,51,28.8,21.0,1.6,8.9,0,0
2025-09-10,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,800,大毛毛雨,55,27.1,22.3,6.3,6.6,0,0
2025-09-11,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,547,中雨,63,26.0,22.5,13.6,11.4,0,0
2025-09-12,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,893,小雨,61,25.9,22.2,3.0,9.2,0,0
2025-09-13,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1238,大毛毛雨,55,29.3,21.5,2.7,6.5,1,0
2025-09-14,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1694,小毛毛雨,51,30.8,22.5,0.1,5.8,1,0
2025-09-15,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,970,小雨,61,29.4,23.7,2.8,10.2,0,0
2025-09-16,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,311,大雨,65,25.4,21.7,39.0,16.4,0,0
2025-09-17,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,490,中雨,63,27.6,20.9,11.0,15.4,0,0
2025-09-18,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1514,小毛毛雨,51,25.8,19.9,0.7,14.0,0,0
2025-09-19,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1619,小毛毛雨,51,25.0,18.5,0.8,10.8,0,0
2025-09-20,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1845,小毛毛雨,51,26.4,19.0,1.4,9.6,1,0
2025-09-21,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1413,大毛毛雨,55,23.3,19.0,2.8,14.8,1,0
2025-09-22,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1135,小雨,61,23.7,17.6,8.8,11.3,0,0
2025-09-23,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,594,中雨,63,26.0,18.8,8.6,8.5,0,0
2025-09-24,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1840,阴,3,26.9,17.0,0.0,10.3,0,0
2025-09-25,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1206,小毛毛雨,51,27.4,17.8,0.2,9.2,0,0
2025-09-26,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1220,小雨,61,25.4,20.3,2.6,8.5,0,0
2025-09-27,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1468,大毛毛雨,55,25.9,20.8,5.3,10.2,1,0
2025-09-28,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1894,小毛毛雨,51,24.2,20.6,0.3,13.5,1,0
2025-09-29,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1273,小毛毛雨,51,25.7,19.4,0.1,7.9,0,0
2025-09-30,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1366,小毛毛雨,51,25.9,20.0,0.3,4.6,0,0
2025-10-01,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,5079,阴,3,24.5,20.6,0.0,11.4,0,1
2025-10-02,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,3680,阴,3,27.3,19.9,0.0,7.4,0,1
2025-10-03,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,4724,阴,3,26.4,20.9,0.0,9.0,0,1
2025-10-04,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,3375,小毛毛雨,51,25.3,21.6,0.1,10.6,1,1
2025-10-05,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,3641,小毛毛雨,51,22.8,20.4,0.6,9.4,1,1
2025-10-06,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,2581,中毛毛雨,53,22.6,18.7,3.9,12.3,0,1
2025-10-07,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,3023,中毛毛雨,53,24.8,18.6,0.8,6.3,0,1
2025-10-08,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,2413,小雨,61,27.0,20.9,3.2,10.0,0,1
2025-10-09,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1253,小雨,61,27.9,21.5,5.5,11.4,0,0
2025-10-10,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1779,小毛毛雨,51,27.8,21.8,1.3,12.5,0,0
2025-10-11,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1425,大毛毛雨,55,22.5,18.4,3.4,21.7,1,0
2025-10-12,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1978,中毛毛雨,53,21.0,18.1,1.1,15.8,1,0
2025-10-13,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1753,小毛毛雨,51,23.0,16.8,0.1,10.2,0,0
2025-10-14,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,2027,阴,3,23.5,17.5,0.0,8.3,0,0
2025-10-15,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1416,小雨,61,26.0,18.4,1.5,9.5,0,0
2025-10-16,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1528,小毛毛雨,51,23.7,18.8,0.4,10.3,0,0
2025-10-17,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1902,小毛毛雨,51,21.5,18.0,0.1,19.1,0,0
2025-10-18,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1590,中毛毛雨,53,22.2,16.2,1.0,9.8,1,0
2025-10-19,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,2061,小毛毛雨,51,20.7,16.5,0.2,11.6,1,0
2025-10-20,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1172,大毛毛雨,55,16.8,13.6,4.1,14.0,0,0
2025-10-21,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1823,小毛毛雨,51,17.4,12.6,0.2,9.0,0,0
2025-10-22,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1707,小毛毛雨,51,16.3,13.6,2.0,10.8,0,0
2025-10-23,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,939,中毛毛雨,53,14.6,13.4,10.2,11.8,0,0
2025-10-24,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1213,中毛毛雨,53,14.4,12.6,3.5,11.1,0,0
2025-10-25,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,2084,小毛毛雨,51,17.9,12.1,0.6,8.3,1,0
2025-10-26,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1584,中毛毛雨,53,18.5,12.8,2.4,5.3,1,0
2025-10-27,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1215,中毛毛雨,53,19.2,11.4,0.8,7.8,0,0
2025-10-28,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1749,小毛毛雨,51,18.8,12.9,0.2,7.8,0,0
2025-10-29,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1496,中毛毛雨,53,17.2,14.1,3.2,8.0,0,0
2025-10-30,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,2018,小毛毛雨,51,18.8,13.4,0.1,7.5,0,0
2025-10-31,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1481,小雨,61,16.8,14.1,7.2,6.5,0,0
2025-11-01,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1778,小毛毛雨,51,15.5,13.1,3.4,9.5,1,0
2025-11-02,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,2044,小毛毛雨,51,17.0,12.4,2.0,4.9,1,0
2025-11-03,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,885,中毛毛雨,53,15.9,13.6,4.7,5.3,0,0
2025-11-04,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1239,小毛毛雨,51,17.9,11.6,2.0,9.3,0,0
2025-11-05,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1460,小毛毛雨,51,16.5,13.2,1.8,7.1,0,0
2025-11-06,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1348,小毛毛雨,51,17.0,13.6,0.4,7.2,0,0
2025-11-07,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1454,小毛毛雨,51,18.8,14.2,0.3,9.3,0,0
2025-11-08,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1970,阴,3,20.0,14.4,0.0,6.6,1,0
2025-11-09,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1812,小毛毛雨,51,19.2,14.6,0.4,8.9,1,0
2025-11-10,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1172,阴,3,15.6,12.6,0.0,15.4,0,0
2025-11-11,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1041,小毛毛雨,51,17.2,11.8,0.1,6.1,0,0
2025-11-12,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1183,中毛毛雨,53,15.9,13.0,2.3,6.2,0,0
2025-11-13,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1285,小毛毛雨,51,19.0,11.9,0.6,7.9,0,0
2025-11-14,B0FFHF7O63,天府公园,双流区,104.072372,30.432313,广场,25.04,1294,小毛毛雨,51,16.2,12.9,0.5,8.0,0,0
