date,poi_id,poi_name,district,poi_type,crowd_flow,flow_density_score,weather,weather_code,high_temp,low_temp,precipitation_mm,max_wind_speed_kmh,is_weekend,is_holiday,dist_to_center_km,time_score,weather_score,daily_vitality
2024-06-13,B001C8MSP5,黄龙溪古镇,双流区,景区,3158,6.8,阴,3,34.5,24.1,0.0,10.2,0,0,38.85,50.0,60.0,26.08
2024-06-14,B001C8MSP5,黄龙溪古镇,双流区,景区,3571,7.71,阴,3,36.2,23.4,0.0,9.7,0,0,38.85,50.0,60.0,26.63
2024-06-15,B001C8MSP5,黄龙溪古镇,双流区,景区,3307,7.13,中毛毛雨,53,36.2,23.4,1.5,10.5,1,0,38.85,70.0,45.0,27.28
2024-06-16,B001C8MSP5,黄龙溪古镇,双流区,景区,3896,8.43,中毛毛雨,53,31.8,25.1,1.2,21.4,1,0,38.85,70.0,45.0,28.06
2024-06-17,B001C8MSP5,黄龙溪古镇,双流区,景区,4362,9.46,阴,3,33.7,22.1,0.0,12.4,0,0,38.85,50.0,60.0,27.68
2024-06-18,B001C8MSP5,黄龙溪古镇,双流区,景区,2646,5.67,小雨,61,31.4,23.1,5.9,15.5,0,0,38.85,50.0,40.0,21.4
2024-06-19,B001C8MSP5,黄龙溪古镇,双流区,景区,3044,6.55,中毛毛雨,53,31.5,23.4,2.2,9.1,0,0,38.85,50.0,45.0,22.93
2024-06-20,B001C8MSP5,黄龙溪古镇,双流区,景区,3355,7.23,小毛毛雨,51,31.8,22.3,1.8,17.8,0,0,38.85,50.0,55.0,25.34
2024-06-21,B001C8MSP5,黄龙溪古镇,双流区,景区,2807,6.02,中毛毛雨,53,31.3,23.5,1.7,16.7,0,0,38.85,50.0,45.0,22.61
2024-06-22,B001C8MSP5,黄龙溪古镇,双流区,景区,4630,10.05,阴,3,34.7,23.6,0.0,15.8,1,0,38.85,70.0,60.0,32.03
2024-06-23,B001C8MSP5,黄龙溪古镇,双流区,景区,4969,10.8,阴,3,31.5,22.7,0.0,10.3,1,0,38.85,70.0,60.0,32.48
2024-06-24,B001C8MSP5,黄龙溪古镇,双流区,景区,3053,6.57,阴,3,31.9,23.2,0.0,11.0,0,0,38.85,50.0,60.0,25.94
2024-06-25,B001C8MSP5,黄龙溪古镇,双流区,景区,3547,7.66,小毛毛雨,51,31.5,18.9,1.2,13.0,0,0,38.85,50.0,55.0,25.6
2024-06-26,B001C8MSP5,黄龙溪古镇,双流区,景区,2408,5.14,小雨,61,25.1,21.0,8.2,6.1,0,0,38.85,50.0,40.0,21.08
2024-06-27,B001C8MSP5,黄龙溪古镇,双流区,景区,2168,4.61,中雨,63,28.5,19.4,5.1,7.4,0,0,38.85,50.0,30.0,18.77
2024-06-28,B001C8MSP5,黄龙溪古镇,双流区,景区,4356,9.45,小毛毛雨,51,29.0,20.8,0.8,6.6,0,0,38.85,50.0,55.0,26.67
2024-06-29,B001C8MSP5,黄龙溪古镇,双流区,景区,5301,11.54,阴,3,30.5,22.0,0.0,11.8,1,0,38.85,70.0,60.0,32.92
2024-06-30,B001C8MSP5,黄龙溪古镇,双流区,景区,1918,4.06,中雨,63,33.5,22.7,13.1,17.1,1,0,38.85,70.0,30.0,22.44
2024-07-01,B001C8MSP5,黄龙溪古镇,双流区,景区,683,1.32,大雨,65,30.9,22.4,18.4,18.7,0,0,38.85,50.0,20.0,14.79
2024-07-02,B001C8MSP5,黄龙溪古镇,双流区,景区,4003,8.67,阴,3,32.2,22.5,0.0,14.8,0,0,38.85,50.0,60.0,27.2
2024-07-03,B001C8MSP5,黄龙溪古镇,双流区,景区,1777,3.74,中雨,63,30.0,22.0,4.7,12.3,0,0,38.85,50.0,30.0,18.24
2024-07-04,B001C8MSP5,黄龙溪古镇,双流区,景区,2567,5.49,小雨,61,30.2,21.8,3.2,6.5,0,0,38.85,50.0,40.0,21.29
2024-07-05,B001C8MSP5,黄龙溪古镇,双流区,景区,1720,3.62,大毛毛雨,55,31.9,22.8,1.2,7.4,0,0,38.85,50.0,35.0,19.17
2024-07-06,B001C8MSP5,黄龙溪古镇,双流区,景区,2943,6.32,大毛毛雨,55,31.8,23.4,5.2,13.6,1,0,38.85,70.0,35.0,24.79
2024-07-07,B001C8MSP5,黄龙溪古镇,双流区,景区,2218,4.72,大毛毛雨,55,32.5,24.5,3.4,17.7,1,0,38.85,70.0,35.0,23.83
2024-07-08,B001C8MSP5,黄龙溪古镇,双流区,景区,1150,2.36,中雨,63,28.9,24.0,18.7,19.1,0,0,38.85,50.0,30.0,17.42
2024-07-09,B001C8MSP5,黄龙溪古镇,双流区,景区,1981,4.2,小雨,61,29.1,23.9,18.1,15.5,0,0,38.85,50.0,40.0,20.52
2024-07-10,B001C8MSP5,黄龙溪古镇,双流区,景区,2425,5.18,小雨,61,28.1,23.9,9.5,11.0,0,0,38.85,50.0,40.0,21.11
2024-07-11,B001C8MSP5,黄龙溪古镇,双流区,景区,1927,4.08,大毛毛雨,55,32.2,23.1,2.3,6.6,0,0,38.85,50.0,35.0,19.45
2024-07-12,B001C8MSP5,黄龙溪古镇,双流区,景区,1258,2.6,中雨,63,32.1,24.2,8.8,15.5,0,0,38.85,50.0,30.0,17.56
2024-07-13,B001C8MSP5,黄龙溪古镇,双流区,景区,2552,5.46,中雨,63,29.3,24.1,9.8,16.1,1,0,38.85,70.0,30.0,23.28
2024-07-14,B001C8MSP5,黄龙溪古镇,双流区,景区,3009,6.47,小雨,61,27.5,23.1,2.5,20.0,1,0,38.85,70.0,40.0,25.88
2024-07-15,B001C8MSP5,黄龙溪古镇,双流区,景区,3451,7.45,小毛毛雨,51,31.0,22.7,0.6,12.3,0,0,38.85,50.0,55.0,25.47
2024-07-16,B001C8MSP5,黄龙溪古镇,双流区,景区,616,1.18,大雨,65,30.7,23.8,32.9,12.9,0,0,38.85,50.0,20.0,14.71
2024-07-17,B001C8MSP5,黄龙溪古镇,双流区,景区,971,1.96,中雨,63,27.7,24.0,37.1,17.3,0,0,38.85,50.0,30.0,17.18
2024-07-18,B001C8MSP5,黄龙溪古镇,双流区,景区,2431,5.19,小雨,61,31.0,23.4,7.1,10.2,0,0,38.85,50.0,40.0,21.11
2024-07-19,B001C8MSP5,黄龙溪古镇,双流区,景区,663,1.28,大雨,65,31.1,23.5,10.9,11.8,0,0,38.85,50.0,20.0,14.77
2024-07-20,B001C8MSP5,黄龙溪古镇,双流区,景区,859,1.71,大雨,65,30.8,24.3,37.1,14.5,1,0,38.85,70.0,20.0,19.03
2024-07-21,B001C8MSP5,黄龙溪古镇,双流区,景区,1886,3.99,中雨,63,29.9,24.3,12.9,10.2,1,0,38.85,70.0,30.0,22.39
2024-07-22,B001C8MSP5,黄龙溪古镇,双流区,景区,2621,5.61,小雨,61,31.8,24.0,8.1,10.6,0,0,38.85,50.0,40.0,21.37
2024-07-23,B001C8MSP5,黄龙溪古镇,双流区,景区,706,1.38,大雨,65,31.3,23.9,17.7,12.5,0,0,38.85,50.0,20.0,14.83
2024-07-24,B001C8MSP5,黄龙溪古镇,双流区,景区,1125,2.3,中雨,63,29.5,24.4,18.1,22.3,0,0,38.85,50.0,30.0,17.38
2024-07-25,B001C8MSP5,黄龙溪古镇,双流区,景区,3776,8.17,阴,3,33.0,23.8,0.0,9.1,0,0,38.85,50.0,60.0,26.9
2024-07-26,B001C8MSP5,黄龙溪古镇,双流区,景区,3179,6.84,小毛毛雨,51,33.7,23.4,0.2,13.4,0,0,38.85,50.0,55.0,25.1
2024-07-27,B001C8MSP5,黄龙溪古镇,双流区,景区,4831,10.5,小毛毛雨,51,30.1,24.8,0.2,13.4,1,0,38.85,70.0,55.0,31.3
2024-07-28,B001C8MSP5,黄龙溪古镇,双流区,景区,1710,3.6,中雨,63,26.2,23.2,16.6,13.3,1,0,38.85,70.0,30.0,22.16
2024-07-29,B001C8MSP5,黄龙溪古镇,双流区,景区,2850,6.12,小毛毛雨,51,31.1,22.2,0.6,12.2,0,0,38.85,50.0,55.0,24.67
2024-07-30,B001C8MSP5,黄龙溪古镇,双流区,景区,2826,6.06,阴,3,30.5,23.4,0.0,9.3,0,0,38.85,50.0,60.0,25.64
2024-07-31,B001C8MSP5,黄龙溪古镇,双流区,景区,4252,9.22,多云,2,32.6,23.4,0.0,8.7,0,0,38.85,50.0,80.0,31.53
2024-08-01,B001C8MSP5,黄龙溪古镇,双流区,景区,3448,7.44,晴间多云,1,33.5,23.6,0.0,9.7,0,0,38.85,50.0,90.0,32.46
2024-08-02,B001C8MSP5,黄龙溪古镇,双流区,景区,1740,3.66,大毛毛雨,55,33.3,24.2,2.9,20.1,0,0,38.85,50.0,35.0,19.2
2024-08-03,B001C8MSP5,黄龙溪古镇,双流区,景区,1363,2.83,中雨,63,30.8,23.9,18.6,14.7,1,0,38.85,70.0,30.0,21.7
2024-08-04,B001C8MSP5,黄龙溪古镇,双流区,景区,2438,5.21,小雨,61,31.7,23.4,4.7,10.1,1,0,38.85,70.0,40.0,25.13
2024-08-05,B001C8MSP5,黄龙溪古镇,双流区,景区,2300,4.9,小毛毛雨,51,33.2,23.5,0.1,9.4,0,0,38.85,50.0,55.0,23.94
2024-08-06,B001C8MSP5,黄龙溪古镇,双流区,景区,2589,5.54,中毛毛雨,53,32.7,24.5,1.1,12.1,0,0,38.85,50.0,45.0,22.32
2024-08-07,B001C8MSP5,黄龙溪古镇,双流区,景区,1332,2.76,中雨,63,31.6,23.9,7.6,14.8,0,0,38.85,50.0,30.0,17.66
2024-08-08,B001C8MSP5,黄龙溪古镇,双流区,景区,1801,3.8,小雨,61,32.7,23.5,2.7,14.8,0,0,38.85,50.0,40.0,20.28
2024-08-09,B001C8MSP5,黄龙溪古镇,双流区,景区,667,1.29,大雨,65,29.4,24.0,16.1,25.7,0,0,38.85,50.0,20.0,14.77
2024-08-10,B001C8MSP5,黄龙溪古镇,双流区,景区,2273,4.84,大毛毛雨,55,30.1,23.0,3.0,12.6,1,0,38.85,70.0,35.0,23.9
2024-08-11,B001C8MSP5,黄龙溪古镇,双流区,景区,3773,8.16,阴,3,34.3,22.7,0.0,8.2,1,0,38.85,70.0,60.0,30.9
2024-08-12,B001C8MSP5,黄龙溪古镇,双流区,景区,3764,8.14,晴,0,34.2,22.1,0.0,8.0,0,0,38.85,50.0,95.0,33.88
2024-08-13,B001C8MSP5,黄龙溪古镇,双流区,景区,4644,10.08,晴,0,34.9,23.1,0.0,7.1,0,0,38.85,50.0,95.0,35.05
2024-08-14,B001C8MSP5,黄龙溪古镇,双流区,景区,3227,6.95,阴,3,34.2,23.9,0.0,11.4,0,0,38.85,50.0,60.0,26.17
2024-08-15,B001C8MSP5,黄龙溪古镇,双流区,景区,3350,7.22,阴,3,30.4,23.8,0.0,22.9,0,0,38.85,50.0,60.0,26.33
2024-08-16,B001C8MSP5,黄龙溪古镇,双流区,景区,3462,7.47,阴,3,33.2,22.7,0.0,7.9,0,0,38.85,50.0,60.0,26.48
2024-08-17,B001C8MSP5,黄龙溪古镇,双流区,景区,4778,10.38,阴,3,32.5,23.5,0.0,7.9,1,0,38.85,70.0,60.0,32.23
2024-08-18,B001C8MSP5,黄龙溪古镇,双流区,景区,4306,9.34,小毛毛雨,51,32.8,23.2,0.1,10.7,1,0,38.85,70.0,55.0,30.6
2024-08-19,B001C8MSP5,黄龙溪古镇,双流区,景区,3846,8.32,晴间多云,1,34.7,23.4,0.0,9.3,0,0,38.85,50.0,90.0,32.99
2024-08-20,B001C8MSP5,黄龙溪古镇,双流区,景区,2754,5.9,小毛毛雨,51,35.0,23.9,0.4,11.9,0,0,38.85,50.0,55.0,24.54
2024-08-21,B001C8MSP5,黄龙溪古镇,双流区,景区,2742,5.88,多云,2,36.8,25.0,0.0,9.8,0,0,38.85,50.0,80.0,29.53
2024-08-22,B001C8MSP5,黄龙溪古镇,双流区,景区,2672,5.72,多云,2,37.6,27.5,0.0,14.0,0,0,38.85,50.0,80.0,29.43
2024-08-23,B001C8MSP5,黄龙溪古镇,双流区,景区,2310,4.92,中毛毛雨,53,38.8,25.1,0.6,17.8,0,0,38.85,50.0,45.0,21.95
2024-08-24,B001C8MSP5,黄龙溪古镇,双流区,景区,3796,8.21,小毛毛雨,51,38.8,25.6,0.1,14.0,1,0,38.85,70.0,55.0,29.93
2024-08-25,B001C8MSP5,黄龙溪古镇,双流区,景区,2882,6.19,小毛毛雨,51,38.5,26.4,0.1,10.9,1,0,38.85,70.0,55.0,28.71
2024-08-26,B001C8MSP5,黄龙溪古镇,双流区,景区,2328,4.96,阴,3,39.2,26.4,0.0,11.2,0,0,38.85,50.0,60.0,24.98
2024-08-27,B001C8MSP5,黄龙溪古镇,双流区,景区,2159,4.59,小毛毛雨,51,38.8,28.0,0.1,16.0,0,0,38.85,50.0,55.0,23.75
2024-08-28,B001C8MSP5,黄龙溪古镇,双流区,景区,2446,5.22,小毛毛雨,51,38.2,29.5,0.4,19.1,0,0,38.85,50.0,55.0,24.13
2024-08-29,B001C8MSP5,黄龙溪古镇,双流区,景区,1302,2.69,中雨,63,37.7,27.4,4.6,20.3,0,0,38.85,50.0,30.0,17.61
2024-08-30,B001C8MSP5,黄龙溪古镇,双流区,景区,957,1.93,中雨,63,35.7,25.9,16.0,20.0,0,0,38.85,50.0,30.0,17.16
2024-08-31,B001C8MSP5,黄龙溪古镇,双流区,景区,1696,3.57,中雨,63,34.1,24.7,12.2,14.8,1,0,38.85,70.0,30.0,22.14
2024-09-01,B001C8MSP5,黄龙溪古镇,双流区,景区,2870,6.16,中雨,63,34.5,23.8,7.4,11.0,1,0,38.85,70.0,30.0,23.7
2024-09-02,B001C8MSP5,黄龙溪古镇,双流区,景区,2154,4.58,大毛毛雨,55,35.8,24.6,2.7,13.7,0,0,38.85,50.0,35.0,19.75
2024-09-03,B001C8MSP5,黄龙溪古镇,双流区,景区,880,1.76,大雨,65,34.0,24.1,16.8,11.5,0,0,38.85,50.0,20.0,15.06
2024-09-04,B001C8MSP5,黄龙溪古镇,双流区,景区,1745,3.67,中雨,63,35.2,24.0,7.1,28.8,0,0,38.85,50.0,30.0,18.2
2024-09-05,B001C8MSP5,黄龙溪古镇,双流区,景区,5029,10.94,多云,2,34.2,23.7,0.0,18.6,0,0,38.85,50.0,80.0,32.56
2024-09-06,B001C8MSP5,黄龙溪古镇,双流区,景区,3478,7.51,中毛毛雨,53,33.0,24.2,3.3,18.6,0,0,38.85,50.0,45.0,23.51
2024-09-07,B001C8MSP5,黄龙溪古镇,双流区,景区,2140,4.55,中雨,63,31.9,22.9,6.9,13.5,1,0,38.85,70.0,30.0,22.73
2024-09-08,B001C8MSP5,黄龙溪古镇,双流区,景区,4147,8.99,小毛毛雨,51,33.2,23.2,0.5,9.9,1,0,38.85,70.0,55.0,30.39
2024-09-09,B001C8MSP5,黄龙溪古镇,双流区,景区,831,1.65,大雨,65,31.5,24.1,23.3,18.0,0,0,38.85,50.0,20.0,14.99
2024-09-10,B001C8MSP5,黄龙溪古镇,双流区,景区,984,1.99,大雨,65,31.9,23.0,18.1,15.5,0,0,38.85,50.0,20.0,15.19
2024-09-11,B001C8MSP5,黄龙溪古镇,双流区,景区,720,1.41,大雨,65,28.0,22.8,29.7,20.8,0,0,38.85,50.0,20.0,14.85
2024-09-12,B001C8MSP5,黄龙溪古镇,双流区,景区,1221,2.51,中雨,63,30.1,22.1,10.7,15.4,0,0,38.85,50.0,30.0,17.51
2024-09-13,B001C8MSP5,黄龙溪古镇,双流区,景区,3868,8.37,小毛毛雨,51,28.9,23.0,0.1,18.4,0,0,38.85,50.0,55.0,26.02
2024-09-14,B001C8MSP5,黄龙溪古镇,双流区,景区,1764,3.72,中雨,63,30.2,22.5,18.2,14.6,1,0,38.85,70.0,30.0,22.23
2024-09-15,B001C8MSP5,黄龙溪古镇,双流区,景区,1760,3.71,大雨,65,29.0,22.9,16.8,18.2,1,1,38.85,90.0,20.0,24.23
2024-09-16,B001C8MSP5,黄龙溪古镇,双流区,景区,7006,15.31,中毛毛雨,53,31.0,22.8,1.4,19.0,0,1,38.85,90.0,45.0,36.19
2024-09-17,B001C8MSP5,黄龙溪古镇,双流区,景区,6719,14.67,小毛毛雨,51,32.1,22.1,0.2,6.9,0,1,38.85,90.0,55.0,37.8
2024-09-18,B001C8MSP5,黄龙溪古镇,双流区,景区,6624,14.46,晴,0,32.5,23.0,0.0,7.6,0,0,38.85,50.0,95.0,37.68
2024-09-19,B001C8MSP5,黄龙溪古镇,双流区,景区,3886,8.41,小毛毛雨,51,33.1,23.5,0.2,11.4,0,0,38.85,50.0,55.0,26.05
2024-09-20,B001C8MSP5,黄龙溪古镇,双流区,景区,4434,9.62,小毛毛雨,51,32.8,24.0,0.2,23.4,0,0,38.85,50.0,55.0,26.77
2024-09-21,B001C8MSP5,黄龙溪古镇,双流区,景区,5408,11.77,阴,3,31.6,21.5,0.0,18.3,1,0,38.85,70.0,60.0,33.06
2024-09-22,B001C8MSP5,黄龙溪古镇,双流区,景区,6064,13.23,阴,3,30.5,20.5,0.0,16.2,1,0,38.85,70.0,60.0,33.94
2024-09-23,B001C8MSP5,黄龙溪古镇,双流区,景区,3146,6.77,小毛毛雨,51,28.4,22.8,0.9,10.4,0,0,38.85,50.0,55.0,25.06
2024-09-24,B001C8MSP5,黄龙溪古镇,双流区,景区,4516,9.8,阴,3,28.5,21.9,0.0,8.0,0,0,38.85,50.0,60.0,27.88
2024-09-25,B001C8MSP5,黄龙溪古镇,双流区,景区,4564,9.91,小毛毛雨,51,30.5,21.2,0.3,7.4,0,0,38.85,50.0,55.0,26.95
2024-09-26,B001C8MSP5,黄龙溪古镇,双流区,景区,3998,8.66,小毛毛雨,51,31.6,22.4,0.1,8.1,0,0,38.85,50.0,55.0,26.2
2024-09-27,B001C8MSP5,黄龙溪古镇,双流区,景区,3707,8.01,小毛毛雨,51,31.8,22.8,0.5,8.7,0,0,38.85,50.0,55.0,25.81
2024-09-28,B001C8MSP5,黄龙溪古镇,双流区,景区,2044,4.33,中雨,63,28.8,24.0,10.9,16.9,1,0,38.85,70.0,30.0,22.6
2024-09-29,B001C8MSP5,黄龙溪古镇,双流区,景区,2654,5.68,中雨,63,26.4,16.6,16.2,38.5,1,0,38.85,70.0,30.0,23.41
2024-09-30,B001C8MSP5,黄龙溪古镇,双流区,景区,3310,7.13,中毛毛雨,53,22.5,16.3,1.6,17.1,0,0,38.85,50.0,45.0,23.28
2024-10-01,B001C8MSP5,黄龙溪古镇,双流区,景区,14464,31.8,阴,3,22.7,17.5,0.0,5.9,0,1,38.85,90.0,60.0,49.08
2024-10-02,B001C8MSP5,黄龙溪古镇,双流区,景区,8573,18.77,阴,3,22.2,16.5,0.0,10.0,0,1,38.85,90.0,60.0,41.26
2024-10-03,B001C8MSP5,黄龙溪古镇,双流区,景区,5435,11.83,小雨,61,19.9,15.7,5.5,8.1,0,1,38.85,90.0,40.0,33.1
2024-10-04,B001C8MSP5,黄龙溪古镇,双流区,景区,7814,17.1,中毛毛雨,53,20.2,15.9,1.9,10.4,0,1,38.85,90.0,45.0,37.26
2024-10-05,B001C8MSP5,黄龙溪古镇,双流区,景区,4130,8.95,中雨,63,20.6,14.7,5.2,8.4,1,1,38.85,90.0,30.0,29.37
2024-10-06,B001C8MSP5,黄龙溪古镇,双流区,景区,6544,14.29,小雨,61,22.2,16.1,5.9,6.3,1,1,38.85,90.0,40.0,34.57
2024-10-07,B001C8MSP5,黄龙溪古镇,双流区,景区,7941,17.38,中毛毛雨,53,23.3,14.9,2.0,6.6,0,1,38.85,90.0,45.0,37.43
2024-10-08,B001C8MSP5,黄龙溪古镇,双流区,景区,4110,8.9,小毛毛雨,51,20.8,15.0,0.8,9.8,0,0,38.85,50.0,55.0,26.34
2024-10-09,B001C8MSP5,黄龙溪古镇,双流区,景区,4252,9.22,中毛毛雨,53,21.5,13.9,2.5,9.8,0,0,38.85,50.0,45.0,24.53
2024-10-10,B001C8MSP5,黄龙溪古镇,双流区,景区,4145,8.98,中毛毛雨,53,23.4,17.0,1.2,8.1,0,0,38.85,50.0,45.0,24.39
2024-10-11,B001C8MSP5,黄龙溪古镇,双流区,景区,4188,9.08,小雨,61,19.4,16.8,4.0,9.8,0,0,38.85,50.0,40.0,23.45
2024-10-12,B001C8MSP5,黄龙溪古镇,双流区,景区,6396,13.96,中毛毛雨,53,20.9,15.1,1.6,11.6,1,0,38.85,70.0,45.0,31.38
2024-10-13,B001C8MSP5,黄龙溪古镇,双流区,景区,4656,10.11,中毛毛雨,53,22.9,14.4,1.2,7.1,1,0,38.85,70.0,45.0,29.07
2024-10-14,B001C8MSP5,黄龙溪古镇,双流区,景区,5337,11.62,小毛毛雨,51,23.9,17.2,0.4,10.8,0,0,38.85,50.0,55.0,27.97
2024-10-15,B001C8MSP5,黄龙溪古镇,双流区,景区,5446,11.86,小毛毛雨,51,25.5,17.9,0.9,8.9,0,0,38.85,50.0,55.0,28.12
2024-10-16,B001C8MSP5,黄龙溪古镇,双流区,景区,3627,7.84,大毛毛雨,55,22.1,16.1,2.4,13.8,0,0,38.85,50.0,35.0,21.7
2024-10-17,B001C8MSP5,黄龙溪古镇,双流区,景区,3511,7.58,小雨,61,23.5,15.8,4.6,8.5,0,0,38.85,50.0,40.0,22.55
2024-10-18,B001C8MSP5,黄龙溪古镇,双流区,景区,3740,8.09,中毛毛雨,53,22.7,18.0,1.5,10.8,0,0,38.85,50.0,45.0,23.85
2024-10-19,B001C8MSP5,黄龙溪古镇,双流区,景区,4958,10.78,小雨,61,20.4,18.0,8.9,11.8,1,0,38.85,70.0,40.0,28.47
2024-10-20,B001C8MSP5,黄龙溪古镇,双流区,景区,6697,14.63,中毛毛雨,53,20.9,16.8,2.5,17.0,1,0,38.85,70.0,45.0,31.78
2024-10-21,B001C8MSP5,黄龙溪古镇,双流区,景区,5302,11.54,阴,3,21.6,13.6,0.0,20.9,0,0,38.85,50.0,60.0,28.92
2024-10-22,B001C8MSP5,黄龙溪古镇,双流区,景区,6005,13.09,阴,3,21.6,13.7,0.0,8.9,0,0,38.85,50.0,60.0,29.85
2024-10-23,B001C8MSP5,黄龙溪古镇,双流区,景区,6013,13.11,阴,3,23.2,12.9,0.0,12.3,0,0,38.85,50.0,60.0,29.87
2024-10-24,B001C8MSP5,黄龙溪古镇,双流区,景区,3316,7.15,中毛毛雨,53,20.5,15.6,6.2,9.0,0,0,38.85,50.0,45.0,23.29
2024-10-25,B001C8MSP5,黄龙溪古镇,双流区,景区,5632,12.27,小毛毛雨,51,22.9,16.8,0.1,9.8,0,0,38.85,50.0,55.0,28.36
2024-10-26,B001C8MSP5,黄龙溪古镇,双流区,景区,6243,13.62,中毛毛雨,53,18.9,15.1,2.1,12.3,1,0,38.85,70.0,45.0,31.17
2024-10-27,B001C8MSP5,黄龙溪古镇,双流区,景区,10538,23.12,多云,2,21.2,11.1,0.0,10.3,1,0,38.85,70.0,80.0,43.87
2024-10-28,B001C8MSP5,黄龙溪古镇,双流区,景区,4636,10.07,小毛毛雨,51,22.6,12.2,0.2,7.6,0,0,38.85,50.0,55.0,27.04
2024-10-29,B001C8MSP5,黄龙溪古镇,双流区,景区,3902,8.44,小毛毛雨,51,19.2,12.9,0.1,13.2,0,0,38.85,50.0,55.0,26.06
2024-10-30,B001C8MSP5,黄龙溪古镇,双流区,景区,5638,12.28,小毛毛雨,51,20.8,15.1,1.8,9.8,0,0,38.85,50.0,55.0,28.37
2024-10-31,B001C8MSP5,黄龙溪古镇,双流区,景区,4058,8.79,小毛毛雨,51,21.3,15.8,0.3,12.5,0,0,38.85,50.0,55.0,26.27
2024-11-01,B001C8MSP5,黄龙溪古镇,双流区,景区,3780,8.17,小毛毛雨,51,22.2,15.6,0.4,6.4,0,0,38.85,50.0,55.0,25.9
2024-11-02,B001C8MSP5,黄龙溪古镇,双流区,景区,8062,17.64,阴,3,22.5,12.6,0.0,8.3,1,0,38.85,70.0,60.0,36.58
2024-11-03,B001C8MSP5,黄龙溪古镇,双流区,景区,6069,13.24,小毛毛雨,51,19.0,15.4,0.6,8.1,1,0,38.85,70.0,55.0,32.94
2024-11-04,B001C8MSP5,黄龙溪古镇,双流区,景区,3991,8.64,小毛毛雨,51,19.9,13.4,0.8,11.9,0,0,38.85,50.0,55.0,26.18
2024-11-05,B001C8MSP5,黄龙溪古镇,双流区,景区,4205,9.11,阴,3,20.6,10.0,0.0,6.8,0,0,38.85,50.0,60.0,27.47
2024-11-06,B001C8MSP5,黄龙溪古镇,双流区,景区,3796,8.21,小毛毛雨,51,20.0,11.6,0.1,8.1,0,0,38.85,50.0,55.0,25.93
2024-11-07,B001C8MSP5,黄龙溪古镇,双流区,景区,4901,10.65,阴,3,19.6,12.4,0.0,5.2,0,0,38.85,50.0,60.0,28.39
2024-11-08,B001C8MSP5,黄龙溪古镇,双流区,景区,4486,9.74,小毛毛雨,51,19.9,12.6,0.5,6.0,0,0,38.85,50.0,55.0,26.84
2024-11-09,B001C8MSP5,黄龙溪古镇,双流区,景区,5388,11.73,中毛毛雨,53,17.5,13.6,3.6,12.5,1,0,38.85,70.0,45.0,30.04
2024-11-10,B001C8MSP5,黄龙溪古镇,双流区,景区,5360,11.67,小毛毛雨,51,17.9,14.4,2.9,10.4,1,0,38.85,70.0,55.0,32.0
2024-11-11,B001C8MSP5,黄龙溪古镇,双流区,景区,3354,7.23,小毛毛雨,51,17.6,14.1,0.3,8.8,0,0,38.85,50.0,55.0,25.34
2024-11-12,B001C8MSP5,黄龙溪古镇,双流区,景区,4156,9.01,小毛毛雨,51,19.7,14.6,0.4,10.4,0,0,38.85,50.0,55.0,26.41
2024-11-13,B001C8MSP5,黄龙溪古镇,双流区,景区,4477,9.72,阴,3,19.6,14.7,0.0,6.8,0,0,38.85,50.0,60.0,27.83
2024-11-14,B001C8MSP5,黄龙溪古镇,双流区,景区,5295,11.52,阴,3,20.5,12.6,0.0,6.2,0,0,38.85,50.0,60.0,28.91
2024-11-15,B001C8MSP5,黄龙溪古镇,双流区,景区,3832,8.29,小毛毛雨,51,19.5,15.2,0.1,10.3,0,0,38.85,50.0,55.0,25.97
2024-11-16,B001C8MSP5,黄龙溪古镇,双流区,景区,5200,11.31,阴,3,17.6,13.2,0.0,14.6,1,0,38.85,70.0,60.0,32.79
2024-11-17,B001C8MSP5,黄龙溪古镇,双流区,景区,5634,12.27,小毛毛雨,51,13.6,10.1,0.3,12.5,1,0,38.85,70.0,55.0,32.36
2024-11-18,B001C8MSP5,黄龙溪古镇,双流区,景区,3503,7.56,阴,3,13.6,9.4,0.0,10.2,0,0,38.85,50.0,60.0,26.54
2024-11-19,B001C8MSP5,黄龙溪古镇,双流区,景区,3088,6.64,小毛毛雨,51,12.1,9.1,0.1,9.3,0,0,38.85,50.0,55.0,24.98
2024-11-20,B001C8MSP5,黄龙溪古镇,双流区,景区,4502,9.77,阴,3,16.4,8.4,0.0,8.1,0,0,38.85,50.0,60.0,27.86
2024-11-21,B001C8MSP5,黄龙溪古镇,双流区,景区,3455,7.46,阴,3,16.4,10.1,0.0,7.0,0,0,38.85,50.0,60.0,26.48
2024-11-22,B001C8MSP5,黄龙溪古镇,双流区,景区,4704,10.22,阴,3,15.8,8.4,0.0,6.8,0,0,38.85,50.0,60.0,28.13
2024-11-23,B001C8MSP5,黄龙溪古镇,双流区,景区,5001,10.87,阴,3,15.4,11.1,0.0,7.0,1,0,38.85,70.0,60.0,32.52
2024-11-24,B001C8MSP5,黄龙溪古镇,双流区,景区,3643,7.87,大毛毛雨,55,12.7,9.2,6.0,20.0,1,0,38.85,70.0,35.0,25.72
2024-11-25,B001C8MSP5,黄龙溪古镇,双流区,景区,2990,6.43,小毛毛雨,51,11.6,6.9,0.3,23.0,0,0,38.85,50.0,55.0,24.86
